scientific,common,family,habitat,c_fert,c_court,c_system,c_choice,mate_choice_index,note,n_images,colorfulness,hue_entropy,saturation,sat_p90,high_chroma_frac,n_color_clusters,contrast,edge_density,aspect_ratio,body_depth,solidity,silhouette_cplx,extent,strike_colour,shape_elaboration,distinct_colour,distinct_shape,distinct_overall
Zebrasoma xanthurum,Purple tang,Acanthuridae,marine,0,1,0,1,1.67,"TRAP: vivid, aggregation spawner",25,71.26316588574332,1.919016973266838,0.6728426885510371,0.8627450980392157,0.6627786417833074,2.0,33.61144029042397,0.0345750740487582,1.861354359393553,0.8199052132701422,0.883535369034832,2.055892587298577,0.5920121334681496,0.08231857789401194,-0.7423302612661314,2.7347425612421414,0.6378465121131771,3.156064538696943
Zebrasoma veliferum,Sailfin tang,Acanthuridae,marine,0,1,0,1,1.67,aggregation spawner,25,33.48093567372453,2.9788292966933363,0.3689633708512132,0.5882352941176471,0.0862112156890813,5.0,45.75705902881467,0.1214097722851584,1.491998271856016,0.8074534161490683,0.923381694016626,1.763967440219011,0.6500294553801775,-0.18163644630595768,-1.483025325354205,0.570633122797999,0.6449479759023571,2.186282090863692
Acanthurus leucosternon,Powder blue tang,Acanthuridae,marine,0,1,0,1,1.67,"TRAP: gorgeous, aggregation spawner",25,77.7405636654905,2.064720250091383,0.5459031663984887,0.7843137254901961,0.4791132752434648,5.0,42.62765480960996,0.0665948877457431,1.9643091060589648,0.6785714285714286,0.872197818337183,2.005394148688897,0.6236095661846496,0.49013353532512416,-1.0065308469441925,0.9426282151217226,0.5681255249116199,2.1440172061164433
Naso lituratus,Orangespine unicornfish,Acanthuridae,marine,0,1,0,1,1.67,group spawn,25,34.83635628633127,2.7623856769472583,0.3006523659786657,0.5333333333333333,0.0728668438145851,4.0,34.87283173955551,0.0779979845482028,1.8883024732963003,0.6135265700483091,0.8982606692391868,1.906061189102567,0.6036090225563909,-0.57395445186269,-1.5873741676714408,0.747822396552389,0.5683513986382251,2.021503955679324
Zebrasoma flavescens,Yellow tang,Acanthuridae,marine,0,1,0,1,1.67,"TRAP: vivid yellow, aggregation spawner",25,81.13853368639565,1.341965379531691,0.8642831471530921,0.9372549019607844,0.9449402347341662,4.0,24.871046828719383,0.0472503014003524,1.7818873860413234,0.7569060773480663,0.8723739151345561,1.9798653667296784,0.5534956650064564,0.8804606924545072,-0.813220505411909,1.5153809406220151,0.7065186699597464,2.285798479104899
Paracanthurus hepatus,Blue tang,Acanthuridae,marine,0,1,0,1,1.67,"TRAP: brilliant blue, aggregation spawner",25,89.50845792277696,1.9470904172546168,0.7443659616077402,0.8666666666666667,0.8017277930888277,4.0,44.58797766663674,0.1069552617279478,2.0521593248877226,0.5192307692307693,0.9058919577129572,2.0112858453372757,0.6283224574247971,0.8159433340163598,-1.8766574846033404,1.2877841149281246,0.5761421583222,2.4516974937027483
Paracheirodon innesi,Neon tetra,Characidae,freshwater,1,1,0,1,2.5,TRAP: neon egg-scatterer,1,40.50639392377801,3.9899217030879943,0.3960546858767727,0.8627450980392157,0.2204056917953375,6.0,63.83144561696596,0.2443233424159854,6.794596910597557,0.24,0.8374831763122477,3.265471014047678,0.5185416666666667,0.7090202251349768,-0.9457526380978449,1.4260262182549641,4.101398118785612,5.778707147781588
Trigonostigma heteromorpha,Harlequin rasbora,Cyprinidae,freshwater,1,1,0,1,2.5,plant spawner,25,35.24501926963284,1.8187450045912328,0.3139215189999056,0.4866666666666752,0.042152466367713,5.0,31.7425374008403,0.1336367397600331,2.9350722131477154,0.4672131147540984,0.7135739738682856,4.217623876048654,0.447331583552056,-0.6542448535665247,1.8945097644464273,0.3126773261335705,1.0085381162238483,2.5678242010820123
Puntigrus tetrazona,Tiger barb,Cyprinidae,freshwater,1,1,0,1,2.5,egg scatterer,25,33.5900427734356,1.9794477103942176,0.2423508451841482,0.4705882352941176,0.0191530643122875,5.0,43.351517751327094,0.1747220997992263,1.9879548716634936,0.6090909090909091,0.8650220016852355,2.033481653455307,0.6928054790165324,-0.7259302033083036,-1.0822116441635958,0.5127263224779145,0.87732989969738,1.823331315126192
Danio rerio,Zebrafish,Cyprinidae,freshwater,1,1,0,1,2.5,"scatter spawner, some chasing",25,32.169589346482766,2.0296410415452657,0.3922309398756998,0.5137254901960784,0.0387523100184801,5.0,29.236660454794748,0.1695291679005034,2.6039554698269733,0.5338345864661654,0.8541335011661916,2.8317097126052064,0.5572572572572573,-0.5164791475898496,-0.642609258618593,0.5253578437419508,0.43151532466876025,1.6247716306090711
Paracheirodon axelrodi,Cardinal tetra,Characidae,freshwater,1,1,0,1,2.5,"TRAP: neon but egg-scatterer, low choice",13,65.9771327330725,3.0006712802290445,0.4980242326171426,0.8196078431372549,0.3939548310409237,5.0,44.81528012252338,0.2225902616760516,3.5306427220814225,0.4285714285714285,0.7356186685962374,3.8972027880400497,0.4602040816326531,0.5846383505824796,1.299486358115772,0.6723380902058417,1.1952753472998086,2.598548065348054
Hyphessobrycon pulchripinnis,Lemon tetra,Characidae,freshwater,1,1,0,1,2.5,egg scatterer,1,39.38500646320385,1.299120110774842,0.6447133579404756,0.8823529411764706,0.6115965051628276,4.0,27.280110765723983,0.1617685994175271,3.278573740749498,0.3111111111111111,0.8472352389878163,2.77021893853768,0.6377425044091711,0.0893158191539886,-1.1919658143368848,1.7218884173718358,1.0560058617180006,3.2195981809848084
Hemigrammus erythrozonus,Glowlight tetra,Characidae,freshwater,1,1,0,1,2.5,egg scatterer,1,14.858771167607634,1.9985545997061809,0.2550051227698287,0.3372549019607843,0.0,2.0,6.797215507660214,0.0154954954954954,1.6788610313636432,0.6438356164383562,0.6904126462738658,3.3157333255205774,0.4900903526668609,-1.6113015698332827,2.1119130485188395,1.907261700720272,1.0526480046378988,4.564663081968628
Pethia conchonius,Rosy barb,Cyprinidae,freshwater,1,1,0,1,2.5,"egg scatterer, males redden",25,31.905606167846596,2.092676608383757,0.2981048896021474,0.5372549019607843,0.0457946314443971,6.0,45.72917228093686,0.2494577006507592,2.286622695446559,0.5165562913907285,0.7907033256960355,2.8601674887532846,0.533509412216673,-0.35709609810912907,0.16321512057754028,1.1631556695222725,0.679211618230039,2.0603981297537266
Corydoras aeneus,Bronze cory,Callichthyidae,freshwater,1,1,0,1,2.5,T-position spawner,25,44.45726741042824,3.019361746248806,0.4178641386737121,0.6470588235294118,0.1592694236774865,6.0,46.84550697923299,0.2306553843183938,2.629721537914169,0.4521276595744681,0.7526066820219431,3.315407805769979,0.5112095749187968,0.2701502002785469,0.775426818806958,0.7311333999805094,0.939241067147603,1.9378281308978025
Zanclus cornutus,Moorish idol,Zanclidae,marine,1,1,1,1,3.33,pelagic pair spawn,25,57.84167672965964,2.9945025911681613,0.3445598575025191,0.6509803921568628,0.1443801951572099,5.0,60.56815898110013,0.1349771566783122,1.8474151000900525,0.8173913043478261,0.6471579454157013,4.2541377913283105,0.3970467596390484,0.05457784050222675,3.737281025999783,0.5541243198508994,1.3996776159780393,2.7928418724171165
Siganus vulpinus,Foxface rabbitfish,Siganidae,marine,1,1,1,1,3.33,monogamous pairs,25,93.09941904054084,1.931177670514603,0.6846199542891089,0.8862745098039215,0.725196204755769,4.0,27.618517208774783,0.0486700821110253,2.4025757182518146,0.5525291828793775,0.8634766605320395,2.632038900840944,0.5386161355153604,0.7394277159843039,-0.8400309762241001,1.3010756720976357,0.4417125396875294,2.2985325407480044
Amphiprion ocellaris,Clown anemonefish,Pomacentridae,marine,2,1,1,1,4.17,monogamous; orange partly symbiotic,25,73.6119965068925,2.174810613500735,0.4220653452801158,0.792156862745098,0.2592451805593266,5.0,44.04639114013288,0.0844488310406514,1.4824466588364402,0.8061674008810573,0.8193613152511554,2.6853696300345833,0.5891109683757132,0.22219632580575646,0.45902379855461817,1.0113718182746656,0.6068204142727225,2.0287606942488927
Pseudocheilinus hexataenia,Sixline wrasse,Labridae,marine,1,1,2,1,4.17,haremic,25,40.10573787311699,3.913019941207992,0.4283297191657966,0.6666666666666666,0.1635691349615646,5.0,28.9690702544508,0.1279208781654168,2.4022323094631637,0.6233766233766234,0.8971455401654399,2.1657016507713966,0.5653698719517168,0.2937930072481944,-1.3835834668620994,0.8898731377842968,0.6140180631733987,2.039837015971734
Premnas biaculeatus,Maroon clownfish,Pomacentridae,marine,2,1,1,1,4.17,monogamous,25,79.34261656183443,2.3394688911099517,0.5562413103469297,0.803921568627451,0.4474565064672094,4.0,30.002305589311096,0.0733474192574705,1.4612115469441502,0.8097014925373134,0.8825192220714608,2.2596886531237557,0.6396716417910447,0.36419027364429474,-0.6289664218356606,1.473026888013157,0.6130253460822697,2.3702013662582195
Amphiprion frenatus,Tomato clownfish,Pomacentridae,marine,2,1,1,1,4.17,monogamous,25,100.42048628590814,3.0402546289409296,0.6239186311228612,0.8705882352941177,0.575655790147153,5.0,43.21831083084772,0.0820131636318335,1.4635803951685658,0.8833333333333333,0.8358897834536368,2.172533249981907,0.5608837167825932,1.1232862119857925,0.12898889059772123,1.2091077197224305,0.8652993159839364,2.534515154870996
Chaetodon lunula,Raccoon butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,monogamous pairs,25,74.73872640352184,2.67802087312319,0.6225990596315151,0.8980392156862745,0.5690231249450453,5.0,48.62551566912362,0.1281123490846559,1.4871836022605311,0.7660377358490567,0.9598200434377908,1.5072119004609403,0.699364361129067,0.8725217990039633,-2.2351021373745588,0.9868029408524182,0.6722164655609641,2.1385290650019226
Chromis viridis,Blue-green chromis,Pomacentridae,marine,2,1,0,2,4.17,"male nest, females choose",25,48.125205560375704,2.684436324117919,0.4266228675804397,0.7058823529411765,0.1689142968826346,5.0,37.92310876717496,0.1803273558038368,2.109875900880793,0.5665529010238908,0.8335683769546642,2.9724659878307524,0.5692807364707907,0.05584097487663824,-0.19550848797354298,0.5697689686073585,0.6124086426806926,1.3103718578362966
Pterois volitans,Red lionfish,Scorpaenidae,marine,1,1,2,1,4.17,"TRAP: striking = aposematic warning, not display",25,35.46218802801684,3.0638134426491908,0.3432519521745314,0.5372549019607843,0.0635364771719101,5.0,45.24112361665378,0.2955667050501727,1.3306475575010812,0.8759124087591241,0.6906633752806175,5.869808603691428,0.4974016620498614,-0.23192682874038617,4.334116066591027,0.5364970340143611,2.4395951742352042,3.3467039336537328
Chromis cyanea,Blue chromis,Pomacentridae,marine,2,1,0,2,4.17,"male nest, female choice",25,77.4970853372588,2.128329141176325,0.60801773851081,0.8470588235294118,0.5678542459599426,5.0,38.72842146045209,0.1838494613266341,2.4290845793708487,0.6183844011142061,0.7689794057299187,3.583021804485331,0.4566233470132239,0.6841804510135479,1.1765857015959351,0.908414467149308,0.6741318481285244,2.5184330675952395
Chaetodon semilarvatus,Masked butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,monogamous pairs,25,101.20867895620168,1.4765108815532584,0.8750387845975479,0.9882352941176472,0.9376680979568726,4.0,31.01124080809891,0.1272637345913864,1.4013971549732973,0.7873134328358209,0.956041531854815,1.6006915160869557,0.6966628086419753,1.1014786239053145,-2.069399212635197,1.3988551081088882,0.6590051733407188,2.7571994473765438
Heniochus acuminatus,Pennant bannerfish,Chaetodontidae,marine,1,1,1,2,4.17,pairs,25,54.38266742992387,2.544368341281537,0.3594882677558298,0.7803921568627451,0.1825967797190818,5.0,60.274366017771314,0.104552780016116,1.59999894020208,0.9866071428571428,0.7196876865554404,3.322832863953576,0.4841986217393142,0.06518392673024521,2.6570538235114904,0.6967936289458729,1.0849997680673222,2.8345034669211904
Forcipiger flavissimus,Longnose butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,pairs,25,106.17886030146748,1.31991282709608,0.836430060875122,0.996078431372549,0.8324759561619325,3.0,35.18010195307401,0.0527162351476158,1.656074471457702,0.6901408450704225,0.9169500316984612,1.8595421273103212,0.5919066740515093,0.7725928552808811,-1.6554675653705329,1.9567916354184578,0.6355547898122207,2.5727909197304086
Chaetodon auriga,Threadfin butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,long-term monogamous pairs,25,85.51554004554697,2.178322199292896,0.411978380527212,0.9294117647058824,0.3458460318640204,5.0,40.548458316140696,0.1339833379108303,1.5803173837050932,0.7658227848101266,0.9296194679708936,1.8235084942855488,0.6549503478622822,0.47048242465562057,-1.64029961035092,1.362823336854739,0.5504105391355044,2.1793187535819736
Cryptocentrus cinctus,Yellow watchman goby,Gobiidae,marine,2,1,1,1,4.17,"pair, male tends",25,49.64496231028138,2.059867322865299,0.5476380539181862,0.8274509803921568,0.4885654885654886,5.0,29.864431142614663,0.1034161713098904,1.912925684012452,0.9043062200956936,0.7798032407407407,2.9339311438312903,0.5145445134575569,0.34618123746550417,1.4002515825851873,1.1469513548512729,0.9302762246058783,2.3562076326136645
Amphiprion percula,Orange clownfish,Pomacentridae,marine,2,1,1,1,4.17,monogamous pair,25,53.76091096935251,2.6980847542518047,0.4350435494572199,0.7372549019607844,0.2088780407082575,5.0,43.08501901618144,0.1509610477972444,1.5219270140834162,0.7382198952879581,0.8219109821857593,2.624961276214397,0.5736090130916415,0.16026708170635814,0.20411571310768267,0.5325136211073495,0.4980190286992022,1.612893788898618
Elacatinus oceanops,Neon goby,Gobiidae,marine,2,1,1,1,4.17,"pair, male tends eggs",25,64.65661181825126,2.3237262997065673,0.5213747762462159,0.7490196078431373,0.3581813701330705,5.0,40.86805585696978,0.1642434696895022,3.3757029048559053,1.0168539325842696,0.8706495297565461,3.0919302507538373,0.5265432098765432,0.33374221615494104,0.607709789489571,0.9322046299231614,2.059339440142174,3.1357042958422556
Oxycirrhites typus,Longnose hawkfish,Cirrhitidae,marine,1,1,2,1,4.17,haremic,25,78.40947069993487,2.623121579855873,0.4920101698030366,0.8862745098039215,0.3313870108584306,6.0,37.68973624240764,0.2532428537112659,2.36503845158561,0.6120689655172413,0.7898765581507927,3.872890606797663,0.4534870250231696,0.7931529230903894,1.065965552636372,1.4922021627116044,0.8842305972205692,2.535519457571639
Labroides dimidiatus,Cleaner wrasse,Labridae,marine,1,1,2,1,4.17,"haremic, protogynous",25,47.93996603716209,2.671487309924633,0.353231357355321,0.6392156862745098,0.1320881065697271,5.0,52.03612427036907,0.1923345992404557,2.332837391391109,0.6526946107784432,0.8557869203998172,2.5635619533383163,0.5326461413264614,-0.10755560165438315,-0.5111224837134585,0.6007279412640958,0.618664580140457,1.7901681920097148
Neolamprologus pulcher,Daffodil cichlid,Cichlidae,freshwater,2,1,1,1,4.17,monogamous cooperative,18,20.030730607355153,2.383378227704271,0.2607544571548719,0.3862745098039215,0.0025023989999537,3.0,17.517520048078538,0.0999960221162829,3.373045163000895,0.6897419072615922,0.8145786870964196,2.9083409946657883,0.421714891934178,-1.207367817567027,0.34701531843064815,1.249616469127946,1.3024849019666824,3.087215273078102
Neolamprologus brichardi,Fairy cichlid,Cichlidae,freshwater,2,1,1,1,4.17,monogamous cooperative,2,37.15206704043771,3.0348038469018936,0.3936530878268183,0.5450980392156862,0.0591694180949307,4.0,25.03818744135255,0.1278829171987831,2.657320644488885,0.4542423498609065,0.6477237777796399,5.005406028335098,0.4058557754933293,-0.3887250300732415,3.2190753521505022,0.9327859368688675,1.5943742499538194,3.161985542962123
Trichopodus trichopterus,Three-spot gourami,Osphronemidae,freshwater,2,1,2,1,5.0,bubble nest,25,33.19895388096204,2.5958638411557167,0.2788898286983639,0.5019607843137255,0.0504575163398692,5.0,36.15476679291942,0.2037655267827604,2.4565943488404556,0.4366197183098591,0.9107340173638516,2.267622528659267,0.6383228618327956,-0.4779454925265005,-2.0030920665102094,0.6121845282337764,0.7434907122354953,1.583168002630374
Dascyllus aruanus,Humbug dascyllus,Pomacentridae,marine,2,1,1,2,5.0,nest-tending damselfish,25,29.70886941336547,2.1440097770856914,0.3884629405421833,0.6470588235294118,0.1393224440411373,5.0,56.7659840742931,0.1054541981087018,1.4830741477000908,0.8299595141700404,0.8444324454043677,2.23314584801256,0.6093181458629964,-0.32238352073401616,-0.08966703819673416,0.6230678023054679,0.6868598083646955,2.3083684635259787
Chrysiptera cyanea,Sapphire devil,Pomacentridae,marine,2,1,1,2,5.0,"male nest, female choice",25,102.80010968311645,1.4043400527381922,0.7759030218626347,0.992156862745098,0.8601961277344732,5.0,21.95343005400353,0.0754716981132075,2.2410582070677796,0.5782312925170068,0.8836714199638481,2.461954544294322,0.5612203495630462,1.1579035507635111,-1.1428028771356995,1.4908039591823565,0.4828156740488067,2.217996253228335
Balistoides conspicillum,Clown triggerfish,Balistidae,marine,2,1,2,1,5.0,"TRAP: bold pattern, haremic nester",25,42.86857315250904,2.978355889334152,0.3918345079471272,0.8,0.2759622190222829,5.0,61.63542428616445,0.1458810920241745,1.8874452263361072,0.5868263473053892,0.904195352360582,2.064390980208588,0.6545645161290322,0.21728979019074754,-1.638496695137912,0.8623621419611436,0.5036736343465911,2.5170800496798607
Rhinecanthus aculeatus,Picasso triggerfish,Balistidae,marine,2,1,2,1,5.0,"nest, haremic",25,43.29846867675876,3.0671265857682815,0.2316521112952682,0.4274509803921568,0.031972204871955,5.0,47.09038921815684,0.1033727755520357,2.1142208657742,0.5617283950617284,0.8653504378453485,2.286757973185892,0.5529509854842678,-0.41065302582692187,-1.0559491190893688,0.6505302455725931,0.42220638502895247,2.1644704227859592
Sphaerichthys osphromenoides,Chocolate gourami,Osphronemidae,freshwater,3,1,1,1,5.0,mouthbrooder,25,35.069739064326626,1.4793201052455558,0.4318052057708685,0.5843137254901961,0.0513914807302231,5.0,34.90787043188708,0.1953309692671394,1.8443790563814648,0.5440414507772021,0.92192680015913,1.9650584926751316,0.6784532215357458,-0.5329754336434241,-2.0495745782551955,0.8882472215405798,0.6801404154917394,2.003141416655592
Gambusia affinis,Western mosquitofish,Poeciliidae,freshwater,3,1,1,1,5.0,"TRAP: internal fert but drab, coercive",25,27.350450855754808,1.7215674108090622,0.2650718412871586,0.4431372549019607,0.0106982629702059,5.0,39.35094216625023,0.179860088365243,3.760038735918341,0.356,0.7892604333007603,3.171357263450875,0.4666591659165917,-0.8426842456753311,-0.05673655928252708,0.49621569800316384,1.5476702276027083,2.5379901701068563
Geophagus altifrons,Eartheater cichlid,Cichlidae,freshwater,3,1,1,1,5.0,mouthbrooder,25,19.967304766346174,2.2889181424843215,0.135972912108096,0.2470588235294117,0.0002853881278538,4.0,27.622737994697864,0.091379269251853,2.2653263478095584,0.6884057971014492,0.7995979060769289,3.377347399113436,0.4842301587301587,-1.2682006588196788,0.8340906197072806,1.0944521811226025,0.818713509358901,2.555235364666102
Pterophyllum scalare,Freshwater angelfish,Cichlidae,freshwater,2,1,1,2,5.0,monogamous pair,25,25.422461902029756,1.686622291506874,0.2366359646330854,0.4274509803921568,0.0222115384615384,5.0,41.90033268097832,0.1339760771292555,1.539820274130905,0.875,0.7609389458576473,3.27322328130119,0.4971881390593047,-0.9001754580235898,1.7816867616118746,0.629533815752654,0.9209274954861094,2.3933138962600955
Serranus tigrinus,Harlequin bass,Serranidae,marine,1,2,1,2,5.0,egg trader,25,37.3801727155283,3.263680793130438,0.2992265662052501,0.4980392156862745,0.0473815461346633,6.0,56.13977411723305,0.2506022746372345,2.842757764507686,0.4666666666666667,0.830969417277051,2.8997987971532417,0.5408583186360965,-0.03994776247771418,-0.47661420491800394,0.6004652919248065,0.625372496341074,1.784880932926353
Balistapus undulatus,Orange-lined triggerfish,Balistidae,marine,2,1,2,1,5.0,"nest, haremic",25,51.730441618971966,3.1347130509829766,0.3307233332445699,0.615686274509804,0.1195320679138786,5.0,34.88912272605564,0.179159802306425,1.9349346843812567,0.6727272727272727,0.8711905729378302,2.250929019964917,0.5766538988981889,-0.010792882371983453,-0.8553833672756055,0.5080671388703475,0.6008164855616162,1.5040125471572743
Odonus niger,Redtooth triggerfish,Balistidae,marine,2,1,2,1,5.0,"nest, haremic",25,47.39392856926308,2.2614384642450456,0.4197334504705432,0.7372549019607844,0.2193150541755217,5.0,28.555201151184637,0.1002239840722437,2.008805630798124,0.6435331230283912,0.7547285595450764,3.109430355967131,0.4894707520891365,-0.0076507000503181445,1.1356289813173854,0.5175829296955812,0.7628371607066556,2.0955745528362435
Pomacanthus paru,French angelfish,Pomacanthidae,marine,1,2,1,2,5.0,monogamous pairs,25,33.26147291615426,2.7546010744245053,0.3925846307515254,0.592156862745098,0.0965554080740716,3.0,39.36368822818916,0.1409760920366708,1.227895905779654,0.8571428571428571,0.9050980124074992,2.096318794624376,0.6345434868162141,-0.6407643035617854,-0.9001830994472951,1.4843568400421652,0.7894991328606457,2.7527326328412194
Hypoplectrus puella,Barred hamlet,Serranidae,marine,1,2,1,2,5.0,"egg-trading hermaphrodite, colour morphs",25,45.61056894011382,3.17097822039839,0.3158596646076914,0.5725490196078431,0.086765918659664,6.0,40.60628336120171,0.1222466960352423,1.6276162075231877,0.7077625570776256,0.7991649348916131,2.476926085193552,0.5201751330911986,0.0991408760899487,0.3285045474707402,0.611945075444263,0.738963522493983,1.851880699981446
Thorichthys meeki,Firemouth cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous display,25,39.12436286293821,2.785406512494147,0.2890023263034846,0.4705882352941176,0.0415509813307802,5.0,38.43753811593348,0.2575425585707062,1.8740892905343236,0.7074074074074074,0.7906654876782899,3.2807921754412166,0.5465787753323164,-0.41053529307440884,0.9425290433626582,0.5089727576227616,0.6480083803109116,1.7508596976066648
